,Country,Year,Index,Rank,Regional Indicator,Life Ladder,Log GDP Per Capita,Social Support,Healthy Life Expectancy At Birth,Freedom To Make Life Choices,Generosity,Perceptions Of Corruption,Positive Affect,Negative Affect
171,Cameroon,2020,5.085,98,Sub-Saharan Africa,5.2410779,8.206723213,0.720046639,55.17499924,0.674509168,0.044859,0.836517215,0.626284778,0.386478961
172,Cameroon,2021,5.142,91,Sub-Saharan Africa,4.962747574,8.216213226,0.694936395,55.84999847,0.715301752,-0.026043305,0.848717153,0.612028599,0.346513718
173,Cameroon,2022,5.048,102,Sub-Saharan Africa,4.712408066,8.227441788,0.629108608,56.52500153,0.674506366,0.025319204,0.849325359,0.58575964,0.362230659
174,Canada,2013,7.477,6,North America and ANZ,7.593793869,10.75160122,0.936239362,70.98000336,0.916013896,0.311748415,0.406236142,0.800634027,0.262850314
175,Canada,2015,7.427,5,North America and ANZ,7.412772655,10.76895142,0.939067066,71.09999847,0.931468964,0.248908401,0.427152246,0.791708946,0.286280215
176,Canada,2016,7.404,6,North America and ANZ,7.244845867,10.76759148,0.924392521,71.15000153,0.912423909,0.207250759,0.385090441,0.767764688,0.237422869
177,Canada,2017,7.316,7,North America and ANZ,7.414868355,10.78554249,0.93374896,71.19999695,0.945145011,0.159077913,0.362034321,0.799357772,0.21798116
178,Canada,2018,7.328,7,North America and ANZ,7.175496578,10.79881001,0.922718763,71.25,0.9457829,0.101732664,0.371740848,0.772559404,0.259397656
179,Canada,2019,7.278,9,North America and ANZ,7.1090765,10.80307007,0.925303996,71.30000305,0.911525607,0.107073732,0.436434418,0.780721545,0.284833759
180,Canada,2020,7.232,11,North America and ANZ,7.024904728,10.73779297,0.930610716,71.34999847,0.8868922,0.044787828,0.434012353,0.738485336,0.306673735
181,Canada,2021,7.103,14,North America and ANZ,6.939435482,10.77672386,0.926076412,71.40000153,0.898229182,0.191067189,0.383990496,0.762826681,0.276232809
182,Canada,2022,7.025,15,North America and ANZ,6.917935371,10.80336666,0.929101527,71.44999695,0.838263929,0.221541926,0.44200018,0.71948266,0.286747754
183,Central African Republic,2017,2.693,155,,3.475862026,6.732925415,0.319589138,45.29999924,0.645252347,0.077882506,0.889566004,0.602205455,0.599335492
184,Chad,2013,4.056,141,Sub-Saharan Africa,3.507663012,7.49821806,0.714144647,49.74000168,0.48821035,-0.046995569,0.881972373,0.437320441,0.314174235
185,Chad,2015,3.667,149,Sub-Saharan Africa,4.322675228,7.524701118,0.751252234,50.5,0.474360883,-0.030051373,0.88863939,0.592612624,0.358437926
186,Chad,2016,3.763,144,Sub-Saharan Africa,4.029350281,7.428617477,0.616204858,50.875,0.525222123,0.0507451,0.819788873,0.563527167,0.467566758
187,Chad,2017,3.936,137,Sub-Saharan Africa,4.558937073,7.365028381,0.660615563,51.25,0.614849687,0.006798261,0.792389929,0.584315419,0.53824544
188,Chad,2018,4.301,131,Sub-Saharan Africa,4.486325264,7.354710102,0.57725358,51.625,0.650354564,0.023422049,0.762879312,0.532490015,0.543836236
189,Chad,2019,4.35,132,Sub-Saharan Africa,4.250799179,7.353720188,0.640452087,52.0,0.537245691,0.054406818,0.832283497,0.556210697,0.460061282
190,Chad,2022,4.251,130,Sub-Saharan Africa,4.396646023,7.261128902,0.719671786,53.125,0.679479539,0.221161678,0.805424452,0.588191628,0.499192148
191,Chile,2013,6.587,28,Latin America and Caribbean,6.74015379,10.08629227,0.862404704,69.04000092,0.736887336,0.078716107,0.741154909,0.790639281,0.285453886
192,Chile,2015,6.67,27,Latin America and Caribbean,6.532749653,10.1049881,0.827141881,69.40000153,0.76888144,0.034404624,0.811511338,0.752153039,0.332746744
193,Chile,2016,6.705,24,Latin America and Caribbean,6.579056263,10.11047649,0.841388166,69.55000305,0.652289748,0.096122019,0.858124971,0.791725159,0.283042103
194,Chile,2017,6.652,20,Latin America and Caribbean,6.320119381,10.10834122,0.879840791,69.69999695,0.790116489,-0.026383875,0.835987508,0.764839888,0.291042089
195,Chile,2018,6.476,25,Latin America and Caribbean,6.436220646,10.12950611,0.890084922,69.84999847,0.78853035,-0.065820776,0.816297412,0.75546813,0.275820225
196,Chile,2019,6.444,26,Latin America and Caribbean,5.942250252,10.11926842,0.869121909,70.0,0.659176767,-0.108219646,0.860491574,0.740561962,0.337243795
197,Chile,2020,6.228,39,Latin America and Caribbean,6.150642872,10.04401875,0.888412297,70.15000153,0.781383574,0.027615355,0.811818838,0.752884626,0.336028606
198,Chile,2021,6.172,43,Latin America and Caribbean,6.435630798,10.14443684,0.891460538,70.30000305,0.80341506,-0.049678605,0.858552754,0.735079885,0.220878571
199,Chile,2022,6.172,44,Latin America and Caribbean,6.415198803,10.15356255,0.886761963,70.44999695,0.793485582,-0.010977617,0.796396375,0.775208235,0.252545208
200,China,2013,4.978,93,East Asia,5.241090298,9.314874649,0.777895868,67.48000336,0.804723918,-0.160522923,,0.717135847,0.14221105
201,China,2015,5.14,84,East Asia,5.303877831,9.44243145,0.793733716,68.0,,-0.247148633,,0.666827261,0.171314985
202,China,2016,5.245,83,East Asia,5.32495594,9.5029459,0.741703033,68.125,,-0.230263636,,0.683255911,0.145625159
203,China,2017,5.273,79,East Asia,5.099061489,9.564058304,0.772033215,68.25,0.877617598,-0.177593157,,0.681665182,0.214004755
204,China,2018,5.246,86,East Asia,5.131433964,9.624698639,0.787605345,68.375,0.895377696,-0.161313266,,0.721578658,0.189639792
205,China,2019,5.191,93,East Asia,5.144120216,9.678953171,0.821935892,68.5,0.927356243,-0.175780177,,0.7602669,0.146511838
206,China,2020,5.124,94,East Asia,5.771064758,9.698722839,0.80833447,68.625,0.891122997,-0.106377028,,0.662961006,0.244918227
207,China,2021,5.339,84,East Asia,5.862864494,9.775807381,0.85600698,68.75,0.874755502,0.022141412,,0.697809815,0.239618436
208,Colombia,2013,6.416,35,Latin America and Caribbean,6.606550694,9.507854462,0.900777876,67.86000061,0.841173172,-0.073762171,0.898202121,0.814823985,0.278113931
209,Colombia,2015,6.477,33,Latin America and Caribbean,6.387571812,9.562101364,0.889900029,68.30000305,0.790897965,-0.103279702,0.842899323,0.803392112,0.291769385
210,Colombia,2016,6.481,31,Latin America and Caribbean,6.233715057,9.572073936,0.88190037,68.47499847,0.834966123,-0.103711762,0.897553861,0.770469427,0.294222772
211,Colombia,2017,6.357,36,Latin America and Caribbean,6.157341957,9.570453644,0.909249961,68.65000153,0.837554634,-0.160499662,0.87501812,0.790257096,0.299308956
212,Colombia,2018,6.26,37,Latin America and Caribbean,5.983512402,9.576817513,0.870970428,68.82499695,0.850765765,-0.151604235,0.854820907,0.774537921,0.300624102
213,Colombia,2019,6.125,43,Latin America and Caribbean,6.350297928,9.589880943,0.872578919,69.0,0.821500719,-0.174859732,0.853646159,0.790579498,0.321806282
214,Colombia,2020,6.163,44,Latin America and Caribbean,5.70917511,9.502091408,0.797035217,69.17500305,0.840186119,-0.088326029,0.807964027,0.758542895,0.340158582
215,Colombia,2021,6.012,52,Latin America and Caribbean,5.289958477,9.59209919,0.792830646,69.34999847,0.774668455,-0.062906832,0.831330955,0.75165838,0.348332316
216,Colombia,2022,5.781,66,Latin America and Caribbean,5.891712189,9.659547806,0.87694943,69.52500153,0.799183786,-0.161807224,0.862641215,0.76174444,0.305503905
217,Comoros,2019,3.973,142,Sub-Saharan Africa,4.608616352,8.098840714,0.632012963,58.90000153,0.538261533,0.070537798,0.762232482,0.665162265,0.336162895
218,Comoros,2022,4.609,116,Sub-Saharan Africa,3.545203686,8.074591637,0.471820921,59.42499924,0.480553567,-0.014281231,0.732310832,0.602503002,0.351545244
219,Costa Rica,2013,7.257,12,Latin America and Caribbean,7.158000469,9.800621033,0.902069271,69.68000031,0.897879303,0.011099298,0.812863111,0.808915198,0.278147429
220,Costa Rica,2015,7.226,12,Latin America and Caribbean,6.854004383,9.849885941,0.878272951,70.0,0.906925678,-0.066175848,0.761419415,0.810668409,0.286440313
221,Costa Rica,2016,7.087,14,Latin America and Caribbean,7.135617733,9.880914688,0.900701284,70.0,0.872971952,-0.039575003,0.780562043,0.830013096,0.281422287
222,Costa Rica,2017,7.079,12,Latin America and Caribbean,7.22518158,9.911863327,0.92169714,70.0,0.93561846,-0.083621278,0.742350757,0.790628314,0.275440067
223,Costa Rica,2018,7.072,13,Latin America and Caribbean,7.141074657,9.928339958,0.875872433,70.0,0.941888332,-0.114396922,0.781301796,0.801593184,0.32586664
224,Costa Rica,2019,7.167,12,Latin America and Caribbean,6.997618675,9.943575859,0.906077445,70.0,0.926830113,-0.153729483,0.835628331,0.791270852,0.303327233
225,Costa Rica,2020,7.121,15,Latin America and Caribbean,6.338472366,9.894665718,0.834199548,70.0,0.889399767,-0.136444375,0.772164285,0.758924901,0.349548459
226,Costa Rica,2021,7.069,16,Latin America and Caribbean,6.408448219,9.961722374,0.87605232,70.0,0.886652231,-0.02657732,0.781826913,0.774057925,0.317840338
227,Costa Rica,2022,6.582,23,Latin America and Caribbean,7.076658249,9.997837067,0.901608407,70.0,0.910026312,-0.047002032,0.750560999,0.793032348,0.271905601
228,Croatia,2013,5.661,58,Central and Eastern Europe,5.885462761,10.09096527,0.751262069,67.66000366,0.626699686,-0.209175289,0.936059833,0.554081142,0.284729958
229,Croatia,2015,5.759,62,Central and Eastern Europe,5.205438137,10.12388706,0.768363416,67.90000153,0.693523049,-0.101610668,0.848545551,0.570057213,0.294019341
230,Croatia,2016,5.488,74,Central and Eastern Europe,5.416875362,10.16584587,0.798332155,68.07499695,0.671970546,-0.0698319,0.884059787,0.568961382,0.336541265
231,Croatia,2017,5.293,77,Central and Eastern Europe,5.343165874,10.21140671,0.770309687,68.25,0.715822279,-0.109791107,0.89155972,0.61825645,0.316488236
232,Croatia,2018,5.321,82,Central and Eastern Europe,5.536271095,10.24796391,0.909806848,68.42500305,0.690855622,-0.156301752,0.925408304,0.512389958,0.290375978
233,Croatia,2019,5.432,75,Central and Eastern Europe,5.625743866,10.28714275,0.935988724,68.59999847,0.739300609,-0.143352598,0.931614637,0.503806353,0.269154519
234,Croatia,2020,5.505,79,Central and Eastern Europe,6.507992268,10.20176506,0.922913492,68.77500153,0.836657643,-0.069338493,0.960939288,0.681406796,0.285609752
235,Croatia,2021,5.882,60,Central and Eastern Europe,6.286790371,10.36204529,0.917741537,68.94999695,0.841837883,0.003264118,0.933650374,0.640148699,0.274197161
236,Croatia,2022,6.125,47,Central and Eastern Europe,5.578691483,10.4582634,0.90998435,69.125,0.593485951,-0.212666839,0.87508148,0.573152721,0.266854137
237,Cyprus,2013,6.466,34,Western Europe,5.438952446,10.41845894,0.744032085,71.27999878,0.656267941,0.097615138,0.867310464,0.656831086,0.420258701
238,Cyprus,2015,5.689,67,Western Europe,5.439161301,10.45085621,0.769556105,71.59999847,0.62803483,0.109373726,0.892795146,0.659941733,0.383106411
239,Cyprus,2016,5.546,69,Western Europe,5.794618607,10.50993538,0.786438465,71.80000305,0.756220996,-0.034594569,0.897639513,0.631048799,0.336344689
240,Cyprus,2017,5.621,65,Western Europe,6.062051296,10.55638504,0.818671048,72.0,0.811670661,0.037891109,0.851206422,0.669735432,0.300516605
241,Cyprus,2018,5.762,61,Western Europe,6.276443005,10.59912777,0.825573206,72.19999695,0.794215024,-0.028720433,0.848337233,0.662988305,0.298021138
242,Cyprus,2019,6.046,49,Western Europe,6.136832714,10.63938046,0.776078045,72.40000153,0.740058005,-0.015705705,0.865294218,0.663419962,0.290225208
243,Cyprus,2020,6.159,45,Western Europe,6.259810448,10.58333588,0.805559397,72.59999847,0.762782335,-0.084321655,0.816231728,0.670835674,0.283522457
244,Cyprus,2021,6.223,39,Western Europe,6.269202232,10.63829708,0.85535723,72.80000305,0.717639267,-0.036411244,0.876456022,0.64112097,0.274683625
245,Cyprus,2022,6.221,41,Western Europe,5.864756584,,0.819547474,73.0,0.698407114,,0.887328267,0.659326255,0.29699868
246,Czechia,2013,6.29,39,,6.697655678,10.42410946,0.888043344,68.05999756,0.725945652,-0.159976125,0.91589886,0.656264901,0.252652615
247,Czechia,2015,6.505,31,,6.608017445,10.49594116,0.911362588,68.30000305,0.808484197,-0.149913684,0.886467457,0.689354122,0.206080526
248,Czechia,2016,6.596,27,,6.735627174,10.5190773,0.930592895,68.42500305,0.850328267,-0.201611593,0.900430739,0.710227489,0.201041639
249,Czechia,2017,6.609,23,,6.789567947,10.56681633,0.900968969,68.55000305,0.8317855,-0.18125312,0.866524994,0.672272861,0.226649791
250,Czechia,2018,6.711,21,,7.034165382,10.59516621,0.929163933,68.67500305,0.790132403,-0.296867758,0.851382256,0.674413085,0.178068101
251,Czechia,2020,6.911,19,,6.897091389,10.56204319,0.96405369,68.92500305,0.906422019,-0.133409292,0.883699596,0.748342454,0.290441692
252,Czechia,2021,6.965,18,,6.942496777,10.61499023,0.950226784,69.05000305,0.890521467,0.159110054,0.8625741,0.716166556,0.239848629
253,Czechia,2022,6.92,18,,6.695077419,10.65630722,0.943601012,69.17500305,0.90783453,0.093917415,0.831001461,0.742506981,0.245990261
254,Denmark,2013,7.693,1,Western Europe,7.588606834,10.84893417,0.964707971,70.05999756,0.920254648,0.210610688,0.170042172,0.825601161,0.194673792
255,Denmark,2015,7.527,3,Western Europe,7.514424801,10.87601948,0.9597013,70.5,0.94143641,0.217878878,0.191016391,0.801432848,0.217577577
256,Denmark,2016,7.526,1,Western Europe,7.55778265,10.90015984,0.954451501,70.625,0.948230565,0.133582085,0.209893376,0.786007643,0.207583427
257,Denmark,2017,7.522,2,Western Europe,7.593702316,10.92155266,0.952100098,70.75,0.955416322,0.150644541,0.18114756,0.778525174,0.205775306
258,Denmark,2018,7.555,3,Western Europe,7.648785591,10.93629456,0.958218873,70.875,0.935437799,0.013477051,0.150607437,0.773032844,0.20605281
259,Denmark,2019,7.6,2,Western Europe,7.693003178,10.94753742,0.957706392,71.0,0.963318408,0.016351758,0.174150586,0.796859503,0.181070626
260,Denmark,2020,7.646,2,Western Europe,7.514631271,10.92447376,0.947371364,71.125,0.937931836,0.046843562,0.213841751,0.752573669,0.227101892
261,Denmark,2021,7.62,2,Western Europe,7.698747158,10.96755409,0.944926739,71.25,0.933439255,0.131484345,0.172680944,0.7918908,0.20642221
262,Denmark,2022,7.636,2,Western Europe,7.54496479,10.99429893,0.970306337,71.375,0.929547489,0.224115312,0.203140497,0.786820412,0.205441043
263,Dominican Republic,2013,4.963,95,Latin America and Caribbean,5.015515327,9.514548302,0.878449142,63.68000031,0.888566077,0.018202571,0.751750827,0.766323686,0.295131445
264,Dominican Republic,2015,4.885,98,Latin America and Caribbean,5.061862469,9.62545681,0.893197775,63.20000076,0.856025338,-0.06784711,0.755288184,0.695385098,0.295253098
265,Dominican Republic,2016,5.155,89,Latin America and Caribbean,5.238698483,9.678292274,0.894753456,63.40000153,0.872712433,-0.082611203,0.737182975,0.725231349,0.278095126
266,Dominican Republic,2017,5.23,86,Latin America and Caribbean,5.605202675,9.712601662,0.894368112,63.59999847,0.855359018,-0.123945944,0.760489643,0.710005045,0.274745524
267,Dominican Republic,2018,5.302,83,Latin America and Caribbean,5.433215618,9.769048691,0.861986339,63.79999924,0.866641581,-0.152807519,0.76227355,0.719369948,0.291403025
268,Dominican Republic,2019,5.425,77,Latin America and Caribbean,6.004237175,9.807585716,0.884089887,64.0,0.87740624,-0.12519978,0.745615363,0.747007906,0.26405412
269,Dominican Republic,2020,5.689,68,Latin America and Caribbean,5.168409824,9.72725296,0.806117654,64.19999695,0.834642947,-0.125870407,0.636116564,0.723668039,0.313928306
270,Dominican Republic,2021,5.545,73,Latin America and Caribbean,6.030537128,9.832318306,0.857106984,64.40000153,0.859358311,-0.086154111,0.677408218,0.73365891,0.275468111
271,Dominican Republic,2022,5.737,69,Latin America and Caribbean,5.518415928,9.873703003,0.820422471,64.59999847,0.853301883,-0.083819024,0.655976236,0.723231792,0.30581516
272,Ecuador,2013,5.865,49,Latin America and Caribbean,6.019206047,9.376441002,0.801250935,66.81999969,0.78679812,-0.193585962,0.645848632,0.823896587,0.266504049
273,Ecuador,2015,5.975,48,Latin America and Caribbean,5.964075089,9.384984016,0.855889201,67.5,0.800870478,-0.117104702,0.665827513,0.816486955,0.322946101
274,Ecuador,2016,5.976,51,Latin America and Caribbean,6.115437508,9.357709885,0.842352092,67.75,0.846336305,-0.018545445,0.774084151,0.806851923,0.365246594
275,Ecuador,2017,6.008,44,Latin America and Caribbean,5.839518547,9.365584373,0.848941743,68.0,0.879128158,-0.170509741,0.733588755,0.793201208,0.314343482
276,Ecuador,2018,5.973,48,Latin America and Caribbean,6.128010273,9.359485626,0.851345003,68.25,0.869363725,-0.102550164,0.830743194,0.817419887,0.328171045
277,Ecuador,2019,6.028,50,Latin America and Caribbean,5.809131145,9.340510368,0.808485806,68.5,0.829573691,-0.118002363,0.839495003,0.750073195,0.373558193
278,Ecuador,2020,5.925,58,Latin America and Caribbean,5.35446167,9.245415688,0.804008543,68.75,0.828511536,-0.160196289,0.854780495,0.754971027,0.416027963
279,Ecuador,2021,5.764,66,Latin America and Caribbean,5.43487215,9.275074959,0.785531878,69.0,0.821025372,-0.083002262,0.774508297,0.741730273,0.40317139
280,Ecuador,2022,5.533,76,Latin America and Caribbean,5.887132168,9.290071487,0.825139701,69.25,0.758587241,-0.079987943,0.865789473,0.776835859,0.355939716
281,Egypt,2013,4.273,130,Middle East and North Africa,3.558520317,9.184216499,0.675188124,61.88000107,0.473774552,-0.140281528,0.913228452,0.486913294,0.483379006
282,Egypt,2015,4.194,135,Middle East and North Africa,4.762538433,9.210259438,0.729744256,62.0,0.659261465,-0.087560013,0.684498072,0.554459393,0.344331503
283,Egypt,2016,4.362,120,Middle East and North Africa,4.556740761,9.231945038,0.809218585,62.25,0.655845225,-0.140502319,0.817527413,0.537922263,0.37049821
284,Egypt,2017,4.735,104,Middle East and North Africa,3.929344177,9.253008842,0.63822639,62.5,0.592504799,-0.151505709,,0.458410412,0.414493799
285,Egypt,2018,4.419,122,Middle East and North Africa,4.005450726,9.285797119,0.75882405,62.75,0.681654453,-0.214684471,,0.406604052,0.285183787
286,Egypt,2019,4.166,137,Middle East and North Africa,4.327831745,9.321944237,0.772128642,63.0,0.773951054,-0.198144704,,0.420276582,0.312763393
287,Egypt,2020,4.151,138,Middle East and North Africa,4.472396851,9.339687347,0.672725499,63.25,0.769550323,-0.112345427,,0.543451667,0.442033589
288,Egypt,2021,4.283,132,Middle East and North Africa,4.025747776,9.355829239,0.717022359,63.5,0.704442561,-0.226317123,0.580454171,0.387354374,0.324949861
289,Egypt,2022,4.288,129,Middle East and North Africa,4.023561001,9.403931618,0.76921612,63.75,0.73252511,-0.207734495,,0.485626549,0.307010829
290,El Salvador,2013,5.809,52,Latin America and Caribbean,6.325063229,8.986650467,0.826858878,63.86000061,0.71557045,-0.153322831,0.771750867,0.801007926,0.317476392
291,El Salvador,2015,6.13,42,Latin America and Caribbean,6.018496037,9.019993782,0.790755391,63.5,0.733355939,-0.160051957,0.80454427,0.816157162,0.332646847
292,El Salvador,2016,6.068,46,Latin America and Caribbean,6.139824867,9.04195118,0.793659985,63.84999847,0.799847007,-0.188903525,0.797312021,0.742408216,0.345736474
293,El Salvador,2017,6.003,45,Latin America and Caribbean,6.339318275,9.061598778,0.82895261,64.19999695,0.757827342,-0.176094174,0.777748585,0.800489426,0.268448353
294,El Salvador,2018,6.167,40,Latin America and Caribbean,6.241199493,9.083892822,0.820299745,64.55000305,0.863334596,-0.099741079,0.800699532,0.817010224,0.26958558
295,El Salvador,2019,6.253,35,Latin America and Caribbean,6.454820633,9.107357979,0.764390528,64.90000153,0.877390683,-0.113695122,0.68157649,0.826422155,0.271475047
296,El Salvador,2020,6.348,34,Latin America and Caribbean,5.461926937,9.020057678,0.695624352,65.25,0.923944831,-0.129365936,0.583036363,0.810526609,0.329439789
297,El Salvador,2021,6.061,49,Latin America and Caribbean,6.431447029,9.114495277,0.796106219,65.59999847,0.914903879,-0.081289321,0.663288593,0.825840414,0.289976716
298,El Salvador,2022,6.12,49,Latin America and Caribbean,6.492156029,9.134880066,0.772380829,65.94999695,0.914063275,-0.112227663,0.621097445,0.822724938,0.296306878
299,Estonia,2013,5.426,72,Central and Eastern Europe,5.367445946,10.29299641,0.900721788,67.73999786,0.753558695,-0.204260021,0.726356387,0.650512099,0.199018165
300,Estonia,2015,5.429,73,Central and Eastern Europe,5.628908634,10.34299374,0.917929649,68.30000305,0.814692378,-0.167214438,0.568734467,0.648784935,0.182694778
301,Estonia,2016,5.517,72,Central and Eastern Europe,5.649675369,10.37377071,0.937715113,68.52500153,0.842770696,-0.152972192,0.639085293,0.656822562,0.176869258
302,Estonia,2017,5.611,66,Central and Eastern Europe,5.938395977,10.42886448,0.93568635,68.75,0.861749232,-0.104624368,0.668402255,0.740096331,0.160164103
303,Estonia,2018,5.739,63,Central and Eastern Europe,6.091302395,10.46252823,0.932693779,68.97499847,0.885618389,-0.144695237,0.620677948,0.730264843,0.16318211
304,Estonia,2019,5.893,55,Central and Eastern Europe,6.034641266,10.49552727,0.934064329,69.19999695,0.886504352,-0.098686397,0.575754166,0.73842895,0.156279013
305,Estonia,2020,6.022,51,Central and Eastern Europe,6.452563763,10.48802662,0.957770467,69.42500305,0.954200566,-0.088427089,0.397834778,0.761690438,0.187679499
306,Estonia,2021,6.189,40,Central and Eastern Europe,6.553915501,10.56405163,0.945865035,69.65000153,0.925818324,0.047387216,0.441425771,0.760608435,0.176258042
307,Estonia,2022,6.341,36,Central and Eastern Europe,6.357114315,10.57135296,0.933332503,69.875,0.903950691,0.13574183,0.39030093,0.766957283,0.186810568
308,Ethiopia,2013,4.561,119,Sub-Saharan Africa,4.44482708,7.325243473,0.602481663,56.97999954,0.706796229,-0.007848368,0.750478268,0.570072651,0.213350877
309,Ethiopia,2015,4.512,122,Sub-Saharan Africa,4.573154926,7.467755318,0.625596821,58.29999924,0.802642584,0.11237932,0.56702733,0.623456478,0.236629039
310,Ethiopia,2016,4.508,115,Sub-Saharan Africa,4.297848701,7.530741692,0.718718708,58.70000076,0.744307697,0.03805666,0.702880859,0.62714529,0.253940523
311,Ethiopia,2017,4.46,119,Sub-Saharan Africa,4.180315495,7.59486866,0.73353976,59.09999847,0.717101216,0.001010043,0.75689894,0.51432842,0.304436177
312,Ethiopia,2018,4.35,127,Sub-Saharan Africa,4.379262447,7.634074211,0.740154505,59.5,0.740343094,0.039047576,0.799466252,0.561594129,0.271753967
313,Ethiopia,2019,4.286,134,Sub-Saharan Africa,4.099555016,7.687840939,0.748057783,59.90000153,0.753515542,0.052131813,0.731845319,0.519313693,0.282738596
314,Ethiopia,2020,4.186,136,Sub-Saharan Africa,4.549219608,7.720122814,0.823137581,60.29999924,0.768694282,0.186139315,0.783822417,0.614591181,0.251514345
315,Ethiopia,2022,4.241,131,Sub-Saharan Africa,3.628071547,7.757498741,0.740167618,61.09999847,0.67365855,0.361245096,0.793105245,0.560136735,0.33476305
316,Finland,2013,7.389,7,Western Europe,7.444635868,10.72169304,0.940869093,70.26000214,0.918625355,0.035325918,0.305770457,0.751642883,0.194672555
317,Finland,2015,7.406,6,Western Europe,7.447925568,10.71602917,0.947800577,70.69999695,0.929861903,0.107025452,0.223369658,0.736426234,0.191057593
318,Finland,2016,7.413,5,Western Europe,7.659843445,10.74088192,0.953940451,70.77500153,0.948372185,-0.031104423,0.249659568,0.768805683,0.181998447
319,Finland,2017,7.469,5,Western Europe,7.788251877,10.7699604,0.963826418,70.84999847,0.962198973,-0.006553295,0.192412779,0.755857646,0.176065788
320,Finland,2018,7.632,1,Western Europe,7.85810709,10.77996635,0.962155044,70.92500305,0.937807381,-0.131461874,0.198604837,0.748826444,0.181780651
321,Finland,2019,7.769,1,Western Europe,7.780347824,10.79103756,0.93741554,71.0,0.947616696,-0.055772819,0.195338428,0.732282341,0.180732876
322,Finland,2020,7.809,1,Western Europe,7.889349937,10.76730347,0.961620748,71.07499695,0.962423682,-0.121018246,0.163635895,0.74793905,0.192897573
323,Finland,2021,7.842,1,Western Europe,7.794377804,10.79452896,0.97028929,71.15000153,0.96318984,-0.037466645,0.191753656,0.75161171,0.175448626
324,Finland,2022,7.821,1,Western Europe,7.728998184,10.81419277,0.974395156,71.22499847,0.958609104,0.102147363,0.190206692,0.741322875,0.191473112
325,France,2013,6.764,25,Western Europe,6.66712141,10.66461849,0.907690823,71.5,0.877795756,-0.128365621,0.699069381,0.741086423,0.204969689
326,France,2015,6.575,29,Western Europe,6.357625008,10.67696476,0.895719409,71.69999695,0.817036211,-0.14313674,0.640602052,0.740427256,0.215400279
327,France,2016,6.478,32,Western Europe,6.475208759,10.68522072,0.884922922,71.80000305,0.786780477,-0.095159575,0.622697055,0.714936078,0.27003625
328,France,2017,6.442,31,Western Europe,6.635222435,10.70497513,0.931494594,71.90000153,0.83389014,-0.127265558,0.601486027,0.715806305,0.241983935
329,France,2018,6.489,23,Western Europe,6.665903568,10.71986866,0.921463072,72.0,0.816377223,-0.14162302,0.581775308,0.705308378,0.282451361
330,France,2019,6.592,24,Western Europe,6.689644337,10.73471642,0.958348095,72.09999847,0.827240825,-0.137017593,0.568272293,0.692844808,0.250415534
331,France,2020,6.664,23,Western Europe,6.714111805,10.65096092,0.947354019,72.19999695,0.823386312,-0.173693419,0.564640582,0.68962425,0.23095043
332,France,2021,6.69,21,Western Europe,6.656206608,10.71426487,0.914597511,72.30000305,0.836917698,-0.102300741,0.56081295,0.684601307,0.268417448
333,France,2022,6.687,20,Western Europe,6.613806725,10.7368784,0.865514636,72.40000153,0.798249364,-0.024987714,0.532776713,0.688189685,0.248723462
334,Gabon,2013,4.114,138,Sub-Saharan Africa,3.800287008,9.592561722,0.733487546,55.38000107,0.68249011,-0.145564243,0.7804389,0.518544436,0.287097007
335,Gabon,2015,3.896,143,Sub-Saharan Africa,4.66101265,9.608581543,0.755861998,56.29999924,0.671300709,-0.193966493,0.86677748,0.59964323,0.371656328
336,Gabon,2016,4.121,134,Sub-Saharan Africa,4.831764221,9.601238251,0.780048966,56.625,0.698942363,-0.204603419,0.816563547,0.625076175,0.432404667
337,Gabon,2017,4.465,118,Sub-Saharan Africa,4.782382965,9.580394745,0.806941152,56.95000076,0.652359545,-0.228760839,0.868305504,0.637974918,0.446124285
338,Gabon,2018,4.758,103,Sub-Saharan Africa,4.783009052,9.564825058,0.78482759,57.27500153,0.719135404,-0.197794899,0.82286346,0.613811791,0.417660981
339,Gabon,2019,4.799,104,Sub-Saharan Africa,4.914393425,9.580385208,0.763051689,57.59999847,0.736349881,-0.203892961,0.84625423,0.638376653,0.412960976
340,Gabon,2020,4.829,108,Sub-Saharan Africa,4.88654995,9.539880753,0.701217532,57.92499924,0.52837491,-0.191802859,0.788709342,0.567638814,0.41603604
341,Gabon,2021,4.852,112,Sub-Saharan Africa,5.075422287,9.533417702,0.75387162,58.25,0.699056685,-0.204896048,0.765906811,0.620008111,0.36192885
342,Gabon,2022,4.958,106,Sub-Saharan Africa,5.139500618,9.539199829,0.775247753,58.57500076,0.69927603,-0.164365619,0.802774906,0.66075772,0.413654208
343,Gambia,2019,4.516,120,Sub-Saharan Africa,5.163627148,7.641712666,0.693870127,57.0,0.676595271,0.412655413,0.798108101,0.717893243,0.400723279
344,Gambia,2022,5.164,93,Sub-Saharan Africa,4.279441357,7.647816658,0.587696254,57.90000153,0.599087417,0.364203513,0.883752167,0.722409368,0.437860131
345,Georgia,2013,4.187,134,Commonwealth of Independent States,4.348920822,9.370764732,0.559165776,64.0,0.722127616,-0.257166564,0.348713607,0.467081726,0.199907079
346,Georgia,2015,4.297,130,Commonwealth of Independent States,4.121940613,9.441860199,0.517371595,64.19999695,0.639944971,-0.207956687,0.50241679,0.44771415,0.233192086
